step,rewards,times
48,-48,0.002
46,-46,0.004
69,-168,0.004
82,-181,0.004
50,-50,0.003
44,-44,0.002
78,-177,0.005
44,-44,0.002
40,-40,0.002
46,-46,0.003
42,-42,0.002
44,-44,0.002
40,-40,0.004
44,-44,0.004
48,-48,0.002
48,-48,0.003
42,-42,0.002
55,-154,0.004
68,-167,0.004
44,-44,0.003
44,-44,0.002
70,-169,0.003
50,-50,0.004
44,-44,0.004
40,-40,0.002
50,-50,0.002
55,-154,0.002
42,-42,0.002
86,-185,0.006
44,-44,0.004
40,-40,0.003
48,-48,0.002
54,-54,0.002
42,-42,0.004
46,-46,0.004
48,-147,0.003
44,-44,0.003
42,-42,0.002
52,-52,0.002
44,-44,0.005
57,-156,0.003
48,-147,0.002
46,-46,0.002
42,-42,0.002
54,-54,0.004
47,-146,0.003
50,-50,0.003
315,-414,0.015
50,-50,0.003
42,-42,0.002
42,-42,0.002
68,-167,0.004
44,-44,0.003
50,-149,0.003
46,-46,0.003
48,-48,0.003
44,-44,0.004
40,-40,0.004
75,-174,0.005
44,-44,0.003
58,-157,0.003
50,-50,0.002
40,-40,0.004
44,-44,0.003
56,-56,0.003
54,-54,0.003
42,-42,0.002
56,-155,0.003
46,-46,0.004
50,-50,0.003
49,-148,0.002
46,-46,0.002
54,-54,0.003
87,-384,0.005
204,-204,0.008
40,-40,0.002
46,-46,0.003
42,-42,0.004
44,-44,0.004
42,-42,0.002
83,-182,0.004
46,-46,0.002
42,-42,0.004
42,-42,0.003
42,-42,0.003
42,-42,0.002
44,-44,0.002
44,-44,0.002
44,-44,0.006
72,-72,0.005
46,-46,0.002
52,-52,0.002
48,-48,0.003
42,-42,0.004
52,-52,0.003
48,-147,0.004
48,-48,0.002
101,-299,0.004
109,-406,0.007
78,-177,0.004
46,-46,0.002
44,-44,0.002
46,-46,0.005
46,-46,0.003
46,-46,0.003
44,-44,0.002
44,-44,0.002
44,-44,0.002
44,-44,0.005
56,-56,0.003
54,-54,0.003
42,-42,0.002
42,-42,0.002
40,-40,0.003
80,-179,0.006
42,-42,0.002
52,-151,0.003
48,-48,0.002
48,-48,0.003
81,-180,0.006
42,-42,0.003
40,-40,0.002
51,-150,0.003
42,-42,0.002
42,-42,0.003
71,-170,0.004
44,-44,0.003
50,-50,0.003
42,-42,0.002
44,-44,0.004
49,-148,0.005
56,-56,0.004
46,-46,0.002
46,-145,0.002
117,-315,0.006
52,-151,0.003
56,-56,0.003
44,-44,0.003
44,-44,0.002
49,-148,0.003
44,-44,0.003
44,-44,0.003
42,-42,0.003
46,-46,0.002
46,-46,0.002
111,-309,0.006
48,-48,0.003
42,-42,0.002
162,-261,0.006
42,-42,0.005
51,-150,0.005
40,-40,0.003
52,-52,0.002
120,-120,0.007
71,-170,0.006
42,-42,0.002
40,-40,0.003
46,-46,0.003
42,-42,0.004
50,-50,0.003
46,-46,0.002
48,-48,0.002
73,-172,0.004
42,-42,0.006
44,-44,0.003
50,-50,0.003
46,-46,0.002
62,-62,0.004
44,-44,0.004
48,-48,0.004
56,-254,0.003
46,-46,0.003
44,-44,0.004
46,-46,0.003
46,-46,0.003
42,-42,0.002
42,-42,0.002
54,-54,0.003
76,-175,0.007
42,-42,0.002
54,-54,0.004
42,-42,0.003
95,-293,0.008
50,-50,0.005
47,-146,0.002
66,-165,0.006
42,-42,0.003
46,-46,0.003
80,-179,0.003
50,-149,0.003
42,-42,0.003
75,-174,0.005
74,-173,0.004
46,-46,0.003
52,-52,0.003
56,-155,0.005
76,-175,0.006
73,-172,0.004
44,-44,0.004
115,-313,0.007
40,-40,0.002
46,-46,0.002
50,-50,0.004
54,-153,0.005
50,-50,0.004
266,-266,0.032
51,-150,0.004
44,-44,0.014
74,-173,0.004
40,-40,0.002
42,-42,0.004
49,-148,0.004
48,-48,0.004
50,-149,0.011
76,-175,0.007
46,-46,0.005
48,-48,0.005
48,-48,0.006
44,-44,0.004
40,-40,0.005
42,-42,0.004
42,-42,0.003
42,-42,0.004
44,-44,0.002
54,-54,0.006
49,-148,0.004
48,-48,0.003
50,-50,0.004
79,-178,0.007
74,-173,0.005
44,-44,0.003
76,-175,0.006
70,-169,0.005
46,-46,0.003
46,-46,0.003
46,-46,0.007
40,-40,0.003
42,-42,0.003
57,-156,0.003
44,-44,0.007
42,-42,0.003
48,-48,0.003
42,-42,0.003
40,-40,0.003
42,-42,0.005
52,-52,0.004
46,-46,0.004
65,-164,0.005
40,-40,0.004
111,-309,0.007
46,-46,0.003
46,-46,0.005
46,-46,0.005
46,-46,0.004
46,-46,0.004
46,-46,0.005
75,-273,0.006
44,-44,0.003
52,-151,0.004
46,-46,0.004
78,-177,0.004
56,-155,0.003
60,-159,0.007
48,-48,0.004
42,-42,0.003
48,-48,0.004
42,-42,0.003
81,-279,0.005
54,-54,0.005
44,-44,0.003
81,-180,0.009
44,-44,0.004
44,-44,0.003
44,-44,0.003
42,-42,0.006
44,-44,0.005
60,-159,0.004
54,-54,0.009
50,-50,0.005
46,-46,0.005
51,-150,0.008
42,-42,0.004
52,-52,0.006
42,-42,0.005
54,-54,0.004
40,-40,0.009
48,-48,0.004
71,-170,0.006
44,-44,0.006
46,-46,0.003
44,-143,0.003
46,-46,0.003
52,-52,0.004
54,-153,0.006
42,-42,0.004
47,-146,0.003
40,-40,0.004
44,-44,0.004
54,-153,0.004
57,-156,0.004
48,-48,0.003
46,-46,0.004
54,-54,0.005
44,-44,0.003
46,-46,0.004
48,-48,0.003
44,-44,0.005
44,-44,0.003
76,-175,0.005
40,-40,0.003
58,-157,0.006
105,-303,0.006
83,-182,0.007
42,-42,0.003
44,-44,0.006
42,-42,0.002
46,-46,0.003
42,-42,0.005
40,-40,0.003
44,-44,0.004
44,-44,0.002
44,-44,0.002
191,-389,0.011
46,-46,0.003
48,-147,0.003
74,-173,0.006
44,-44,0.003
42,-42,0.003
46,-46,0.003
44,-44,0.002
46,-46,0.005
44,-44,0.005
42,-42,0.002
40,-40,0.003
48,-48,0.004
83,-281,0.008
48,-48,0.004
46,-46,0.002
42,-42,0.005
40,-40,0.003
54,-54,0.004
54,-54,0.005
83,-182,0.007
133,-430,0.006
48,-48,0.004
52,-52,0.005
76,-175,0.005
42,-42,0.003
50,-50,0.003
48,-48,0.004
98,-296,0.007
48,-48,0.003
48,-48,0.005
40,-40,0.003
46,-46,0.004
48,-48,0.003
46,-46,0.003
44,-44,0.002
42,-42,0.004
42,-42,0.003
46,-46,0.003
40,-40,0.003
50,-50,0.002
48,-48,0.003
44,-44,0.004
44,-44,0.003
81,-180,0.004
48,-147,0.003
40,-40,0.003
48,-48,0.004
